Review,date,Location
"Did not like outdoor entrance to the room. Preferred a breakfast.
  
  Read more
  Read less",2019-03-28,
"Very nice hotel with excellent location, close to everything..
  
  Read more
  Read less",2019-03-28,
"Great location for my needs when traveling for business.
  
  Read more
  Read less",2019-03-28,
"Room was extremely noisy. The refrigerator was constantly knocking. Other guests were loud in the hallways late at night and early in the morning.
 Bed was extremely hard.
 Not a good nights sleep.
  
  Read more
  Read less",2019-03-28,
"We had no running water for almost the entire first day. We were unaware that this was taking place until we checked in and found a note in our room...we were first told it would be 30-60 minutes for maintenance, but it ended up being a majority of the day. I could not shower or use the bathroom before we went to dinner. They did nothing to accommodate this. Even a refund on the $25 resort fee would have been nice. 
  
  Read more
  Read less",2019-03-28,
"They location right across the streeet from Disney springs. Hotel lobby and pool was nice. Rooms was just ok, little old and outdated. 
  
  Read more
  Read less",2019-03-28,
"Music at the pool was all 80s and super loud. We love music but found it overdone and annoying.
  
  Read more
  Read less",2019-03-28,
"The Garden �wings� are old motel style with small dated rooms. It�s fine to spend a night or two but would not stay here for a week long vacation.
  
  Read more
  Read less",2019-03-28,
"Very nice hotel, it was clean and in a quiet location. The room qas a little small, but very comfortable. Would stay again!
  
  Read more
  Read less",2019-03-28,
"The service was awesome! The front desk was very friendly and helpful. We arrived about 30 minutes early and instead of us having to wait until our room was ready the employee upgraded us to an available suite. 
  
  Read more
  Read less",2019-03-28,
"CLEAN AND GOOD PEEPS. B
 Be careful with the Diney Tix for Sale- its to get you to see a time share which was a nightmare. Otherwise it was fine
  
  Read more
  Read less",2019-03-27,
"Close proximity to light rail and a clean room. Great service from the staff. Key card readers are not very functional though. I had to get a new card almost every day I was there. Neighborhood around the hotel is a bit sketchy. I don't think I'd bring my family.
  
  Read more
  Read less",2019-03-27,
"Great location. Hotel staff was friendly. Very clean.
  
  Read more
  Read less",2019-03-27,
"The area was nice but the hotel was old and dirty. There was a spider web over the bed. The beds were uncomfortable. I have stayed at Disney springs area a lot but never at this hotel again. 
  
  Read more
  Read less",2019-03-27,
"With two boys, ages 4 and 9, the pool was great. Rooms a little dated, but okay, but the kids loved the pool
  
  Read more
  Read less",2019-03-27,
"General feeling of not being maintained. Poorly ventilated bathroom. In room outlets didn't work. Surprise outside corridor.
  
  Read more
  Read less",2019-03-27,
"Great staff. Very helpful. I had a really great time.
  
  Read more
  Read less",2019-03-27,
"Filled with minor inconveniences; Poorly built, malfunctioning equipment, russian roulette service quality, lacked supplies, poorly managed. No parking. 
  
  Read more
  Read less",2019-03-27,
"My family and I really enjoyed our stay. The hotel was clean, had great service and was within a 15 minute walk to Disneyland. We plan on staying there again.
  
  Read more
  Read less",2019-03-27,
"Room was spacious and clean. Close to Disney and other shops. It was quiet. Service was very good. 
  
  Read more
  Read less",2019-03-27,
"My only complaint is that this hotel took out the Bible and replaced it with a book on Buddhism. 
  
  Read more
  Read less",2019-03-27,
"This place was so dirty and not what the rooms looked like online at all.
  
  Read more
  Read less",2019-03-27,
"Its was wonderful. The property is huge,and full of activities for the whole family 
  
  Read more
  Read less",2019-03-26,
"Very clean and new, modern decor. Staff was helpful and nice. Food on property is expensive and a few more water slides for teens would be nice.
  
  Read more
  Read less",2019-03-26,
"In need of some minor renovations, but definitely worth the price
  
  Read more
  Read less",2019-03-26,
"Check in was OK but was disappointed with the room location (too dark with outside walls by window).
 Very noisy - could hear outside noise (like carts) and walls were not insulated properly for room-to-room chatter). Big issue regarding lack of a diet soft drink ( I can't have sugar based sodas ). There were non on a Friday night) Staff at desk suggested I could walk to 7-11 (about 2 blocks away) and get there. I suggested someone from the staff could go get some and they brushed me off. Just curious, I checked on Saturday night to see if they had stocked any (of course NO). Since they really don't care about guest needs - we checked out on Sunday - a day early and found another place. Standards not up to what I would expect from Wyndham. Will not stay there again when I am in the area.
  
  Read more
  Read less",2019-03-26,
"L emplacement est vraiment g�nial. Proche de tout. A 10 minutes � pieds de Time Square et � 5 minutes de l�Empire State bulding. Tr�s bien desservi en m�tro. Nous avons eu la chance d�avoir la vue sue l�ESB.
 Seul probl�me avec la douche. R�glage eau impossible et on se br�le
  
  Read more
  Read less",2019-03-26,
"Great location-- just one block away from the NY Pennsylvania station! Subway station located right across from the hotel.
  
  Read more
  Read less",2019-03-26,
"The basic room is insanely small. They upgraded me to a suite after a night for a reasonable extra charge. It was awesome!!! But the basic queen... ridiculously small.
  
  Read more
  Read less",2019-03-26,
"Good location , asked for good view for special birthday but 22nd floor had a very limited view and it all needs updating.
  
  Read more
  Read less",2019-03-26,
"It was very central, for our first visit. I would recommend it to a friend
  
  Read more
  Read less",2019-03-26,
"Location is key. Location of the room is even more important to avoid the jack hammer sounds all night. 
 Our room had plumbing issues as well. There was so much going on in the city that we waited to ask for a room change and when we did they promptly moved us and upgraded us.
  
  Read more
  Read less",2019-03-26,
"At check in, at 4:00pm the room was not ready and I was not given a reasonable estimate as to when it would be. I was directed to the guest services desk which ended up being a SCAM to try to sell time shares.
 I hung around and noticed this was a ""method of operation "" on many guests. Then, their rooms would suddenly be ready.
  
  Read more
  Read less",2019-03-26,
"Location location location!!!!!
 A perfect Disney hotel right next to Disney Springs!!!! ??
  
  Read more
  Read less",2019-03-26,
"Went to stay for just one night to go to Disney rooms were very small. Wouldn�t recommend if you have small kids at like to move around
  
  Read more
  Read less",2019-03-26,
"Liked that it is convenient to Disney Springs area and bus transportation to the parks
  
  Read more
  Read less",2019-03-26,
"They charge the hotel fit $289 more wat I pay
 Hotel is so poor on services the room was dirty shower tub is desgastan 
  
  Read more
  Read less",2019-03-26,
"It is decent hotel but very pricey for a 3 Star hotel.
  
  Read more
  Read less",2019-03-26,
"Location was good if you enjoy or don�t mind walking. I thought it was great because I love to walk and close to the Metro. Hotel is cute. The room was smaller than I expected but was fine. The bed Only has one thin comforter and no other blankets in room. I like to be warm when I sleep so I had to layer up to stay warm when I slept. Don�t like the heater on. My only other issue was that the sink stopper kept getting stuck and not allowing water to drain because of the cleaning people. Had to call maintenance each cleaning day to fix it. Still worth the stay for the price. I�d still recommend. 
  
  Read more
  Read less",2019-03-26,
"My stay was consistent with my other stays at this same property. Excellent, friendly service. The bartender and the breakfast area server were both friendly and professional. My guest also spoke highly of the property.
  
  Read more
  Read less",2019-03-26,
"Great hotel
  
  Read more
  Read less",2019-03-26,
"The room was clean and the bed was surprisingly comfortable. I was in the smallest room in the hotel I think, barely bigger than those hotel pods they have now. Interesting to maneuver around. The only real negative was that the hotel does not have a parking lot. you either pay $25 for valet parking or park on the street. 
  
  Read more
  Read less",2019-03-26,
"Booked this last minute due to our original hotel being overbooked. Found out there was a horror convention happening, so parking was almost impossible and trying to relax by the pool areas was a little awkward when you have Freddy Krueger wandering around. Lastly the walls were paper thin. I thought the people next door were in our bathroom with us because we could hear them clear as day. On the other hand, we were in close proximity to Wawa, which was the first time we went to one - that was nice.
  
  Read more
  Read less",2019-03-26,
"Very nice & clean. Staff members were very nice, friendly & helpful! We moved to this hotel after experiencing issues at another hotel we booked for our vacation. This hotel was much better! Would recommend.
  
  Read more
  Read less",2019-03-26,
"We flew to Orlando from Kansas to experience our first night of vacation a BIG disappointment. I booked a king size room online ahead of time and when I arrived was told that the king size rooms were all out and I would have to take a room with 2 double beds. After a polite discussion with the staff I was told for the smaller bed they would give us free breakfast in the morning. It is 10pm so we take the room. Get to the room in Bldg. 12 that is on the ground floor with sliding door facing the parking lot by a Wawa convenience store with people driving by continuously and people standing outside window drinking and being loud. Went back to front desk & told them I needed another room where we would feel safer, (now more upset about not getting my king bed I booked). Told they have no rooms, requested to speak with a Manager about the problems of not getting the King I booked and feeling unsafe in the lower floor room with my wife. The Manager is able to find us a room in Bldg. 6 that is still not a King but has 2 double beds on 2nd floor. The only good thing is doorman got a golf cart and took our luggage & escorted us to the other building. Now we are going upstairs to our room and there is a strong odor of marijuana outside. I have had nicer rooms at Motel 6. This is not what I would expect or have received from other Wyndham Hotels. This place is a major disappointment to us. Did not sleep well in double bed because we have a king size at home & that is what I booked.
  
  Read more
  Read less",2019-03-26,
"Love the pools, lots of amenities. Great location to Disney
  
  Read more
  Read less",2019-03-25,
"Check in staff was short and failed to explain check out or other important information
  
  Read more
  Read less",2019-03-25,
"Pros: Easy, quick check in. Registration clerk was friendly. Room was clean. 
 
 Cons:Loud! From the people outside the rooms talking all night, the airplanes going overhead, and thin walls it was hard to get a good nights sleep. 
 
 Great budget friendly place to stay, I would just ask for a room not facing a street and on the second floor. You will still get some noise, but that should help.
  
  Read more
  Read less",2019-03-25,
"I guess you get what you pay for, located right next to a homeless camp, I didn�t realize this was a motel style place. It felt and looked like a cheap motel. Our initial room had a horrible smell like body odor. We did contact the front desk and they switched us rooms. Second room was better smell wise, and the bed was ok. Place just felt cheap and unclean though. Paint pealing on walls in bathroom, walls dirty and stained in places. Was loud, cars coming and going and TVs/neighbors could be easily heard through walls. Would not go back.
  
  Read more
  Read less",2019-03-25,
"War alles sonweit in Ordnung nur das man auf den Zimmern keinen Wasserkocher hatte aber daf�r ein B�geleisen mit einem B�gelbrett.
 Einen Wasserkocher braucht jeder Hotelgast wo ein Baby hat wegen der Milch,das empfinde ich zumindest.
 Man konnte einen Wasserkocher mieten f�r 25 Dollar pro Tag was ein Witz ist.
  
  Read more
  Read less",2019-03-25,
"Location is great next to subway. 10 mins walk to Time Square and Empire State Building. The hotel itself was disappointing. Very old, tired worn out rooms. Dirty for a 4* hotel. Hotel needs urgent renovating. Would not recommend anyone to stay here
  
  Read more
  Read less",2019-03-25,
"I liked the general atmosphere of the property. The room sizes were inconsistent, and we had some trouble with how thin the walls were (sound carried from one room to another easily).
 
 Although the water pressure was great, there was not enough hot water available for warm showers at high volume times (early morning, late evening.)
  
  Read more
  Read less",2019-03-25,
"despite being an older building very clean, however very busy
  
  Read more
  Read less",2019-03-25,
"Property and room felt dirty. Room definitely did not feel like an upgrade. Staff was nice, but overall would not stay here again. In addition too many tourists.
  
  Read more
  Read less",2019-03-25,
"Shower went from extreme cold to hot. Other than that, it was great. One of the best locations in NYC.
  
  Read more
  Read less",2019-03-25,
"Det som jag upplever som d�ligt �r att dom l�gger p� 30 dollar f�r varje natt man bor d�r, service avgift f�r wi-fi och andra faciliteter p� hotellet.som man f�r en r�kning p� n�r man checkar ut.
  
  Read more
  Read less",2019-03-25,
"We stay here a lot. Very clean and nice and can�t beat the rates. We love being able to walk to springs and can end our nights without worrying about driving after enjoying springs nightlife. This hotel is the closest to springs FYI. Pool is nice as well, staff friendly. 
  
  Read more
  Read less",2019-03-25,
"The bed was comfortable. AC worked well. I disliked how hard it was to find my way around the hotel. I also called and was told I could use a hotel discount card, which I pay for, being in the state�s tourism industry, and I spoke to several employees before arriving, when I arrived, was told I couldn�t use it and I had to do something when I booked, which is exactly why I called ahead. The property was nice but too big for me. The room was good. I did have a bug on the ceiling that was dead, I found out and was just stuck there. No one had bothered to clean it and get it down. There was also a hair in my shower, stuck to the wall, before I ever used it.
  
  Read more
  Read less",2019-03-25,
"The hotel was generally good. However, the clock in the room had not been set to daylight saving time, but the microwave was. The heating a air conditioning was difficult to work and didn't have any instructions. The TV reception was not very good. The picture would pause frequently, and there were no instructions on channels and their corresponding numbers. The hotel doesn't have a restaurant, so they send you across the parking lot to a bar and grill restaurant. The restaurant had reasonably good food, but the chairs were worn and needed replacing. 
  
  Read more
  Read less",2019-03-25,
"Friendly helpful staff ............................,,,,,,
  
  Read more
  Read less",2019-03-25,
"You have to pay 25 for parking not cool especially given that it�s in a very popular neighborhood.
  
  Read more
  Read less",2019-03-25,
"The bathroom floor and bathtub had several strands of someone else�s hair. Highly visible and highly dissatisfied. Was the room even cleaned properly? Location was good with options for food in walking distance. Also easily found nearby street parking for free.
  
  Read more
  Read less",2019-03-25,
"Great property staff was great and personable. Also very quaint
  
  Read more
  Read less",2019-03-25,
"Disappointed to find out upon arrival that although the hotel is pet friendly, you�re going to pay dearly. A $75 fee for a small non-shedding dog is too high. Expedia and Wyndham should let guests know At booking that these fees will be added to room charge. Did not turn out to be a good deal and Collin at the front desk was rude about it to top off our disappointing check in. Won�t be going back.
  
  Read more
  Read less",2019-03-25,
"There was no parking I had to park far away from my room they also put me in a different location that I requested and there was a convention going on so loud party at night by the pool
  
  Read more
  Read less",2019-03-25,
"The people there are so nice and Professional. 
  
  Read more
  Read less",2019-03-25,
"First time at this property, Family stayed here for spring break, had an amazing check in with Rob, very apologetic that it took awhile due to a water pipe that broke the evening we were checking in. Comfortable bed, clean room and a nice pool which was heated, it was cool during the evenings and night but the water was amazing. Great property all around, could also use pools at the resort next door, teens loved the lazy river. Wanted to extend our stay by adding another day, was quoted a price double what we booked for, decided against staying. 
  
  Read more
  Read less",2019-03-24,
"It was beautiful 
  
  Read more
  Read less",2019-03-24,
"Loved it!!! Rooms were great ! Lazy river was cool - definitely cater to families ! Lived the fireworks from the balcony 
  
  Read more
  Read less",2019-03-24,
"Our room was big enough for a 5 night stay. The cleaning staff is excellent. We did not use the amenities at the hotel, so the �resort fee� felt a bit ridiculous. We would definitely go back.
  
  Read more
  Read less",2019-03-24,
"I you have allergies, you may want to look elsewhere. Heavy drapes and wall to wall carpeting in a tiny room. I got a serious sinus infection. Staff very pleasant and polite. Area is ideal for business or pleasure. 
 
 All in all, it was okay. But we don�t plan to return. 
  
  Read more
  Read less",2019-03-24,
"Restaurant choices are limited in the area, but there restaurants slowly popping up nearby. Overall a nice hotel and great for business travelers. Many businesses nearby!
  
  Read more
  Read less",2019-03-24,
"Staff was friendly, hotel clean, breakfast above average. 
  
  Read more
  Read less",2019-03-24,
"It�s a convenient base for exploring Queens. Prices are agreeable and service is good. They allowed us to check in early. 
  
  Read more
  Read less",2019-03-24,
"The Hotel charge me $20 every night for parking 
 Bathroom door was stuck. 
  
  Read more
  Read less",2019-03-24,
"They made the lobby nice.
 Carpet walkway leading to rooms dirty & stained
  
  Read more
  Read less",2019-03-23,
"I stay here as its close to work and the airport and has a bar.
 However, this will be my last stay. The hotel is tired and a little dirty and definitely needs some upgrading
  
  Read more
  Read less",2019-03-23,
"Service. Attitude of the staff. Valet Parking stole my my money (quarter) I realized only after leaving New York.
  
  Read more
  Read less",2019-03-23,
"Hasnt been updated since 1929.....art deco style hotel but fixtures ( bathroom, chairs, door knobs, etc.... ) are just old
  
  Read more
  Read less",2019-03-23,
"AWESOME
  
  Read more
  Read less",2019-03-23,
"breakfast , price and location was not good
  
  Read more
  Read less",2019-03-23,
"Ease of free parking and within walking distance to Disneyland.
  
  Read more
  Read less",2019-03-23,
"The room I checked into looks to have been there since the 70's. The air conditioner made a loud band at 2am and smelled like sulfur, they changed my room at 6:30 am. The new building was very clean. The AC in this room gave out the next night. The toilet handle was hanging off. Jemediah was very helpful and got that fixed. I ran the ran instead of the AC for 3 days as I did not want to move again. The pictures of the property as very mis-leading. For the price, including resort fees of $200.00 plus per night, there are many nicer places to stay. I will not stay here again. For a Wyndham property, I was very surprised
 
  
  Read more
  Read less",2019-03-23,
"The hotel was updated and looked clean, however when you look closely at the floors and corners it was kinda gross. The a/c was so loud, it kept my family up most of the night! Every 15 minutes it cycled into this horrible rattle, very disappointed.
  
  Read more
  Read less",2019-03-23,
"The tv did not work, they had to send someone to fix it, the bath room wasn� t cleaned, someone had shaved and the hairs were on the counter and sink, the heater, air conditioner made noise all the time so had to turn it off, in an upscale resort like this was to be, these things should not have happened. We also thought the room was small and not attractive.
  
  Read more
  Read less",2019-03-23,
"We were evacuated twice from the hotel. The first time was Wednesday night at 10:20PM. The fire alarm went off, we were on the 6th floor, and took the stairs down and outside. We waited outside for over an hour, for a false alarm. No one with the hotel staff ever informed us it was safe to go back in. I approached the the lobby hesitantly and was told it had been safe to return for over 30 minutes. Why didnt the hotel inform us that it was safe to return, instead of having us wait outside in our pajamas for so long? To make matters worse another evacuation alarm went off at 8AM Thursday morning. I called the hotel staff as soon as we made it safely outside and was informed we didnt need to evacuate. Again, why wasnt this announced over the intercom????? Horrible stay, terrible rest.
  
  Read more
  Read less",2019-03-22,
"Had to ask more than a few times for additional towels and coffee. Eventually got towels on our 3rd night there but never did get more coffee. 
  
  Read more
  Read less",2019-03-22,
"Die Mitarbeiter waren sehr nett und hilfsbereit und die wichitgen Sachen waren auch sauber, aber es ist trotzdem ein bisschen ekelig, wenn die Milchglast�r zum Bad total speckig und fleckig ist. Aber wie gesagt, Bettw�sche, Toilette usw. war alles gut von der Sauberkeit. Allerdings war die Dusche auch sehr ung�nstig mit der zu kurzen Galswand. Beim Duschen wurde alles nass inklusive Klopapier. Die Umgebung, was soll ich sagen, Chinatown eben. Aber das Zimmer mit Cityview lohnt sich. 
  
  Read more
  Read less",2019-03-22,
"Great experience, convenient location, smooth check in, easy to get Uber to move about the city, convenient to walk around
  
  Read more
  Read less",2019-03-22,
"Es gab zwei Probleme - das erste Zimmer hatte eindeutig undichte Fenster; nach der Meldung bekam ich sofort ein neues. Ein Gegenstand, den ich im alten Zimmer beim schnellen Wiedereinpacken meiner Kleidung verga�, wurde vom Reinigungspersonal offenbar weggeworfen. Das Hotel hat mir daraufhin beim Auschecken Geb�hren erlassen. Vorhandene Probleme wurden also stets direkt und kulant gel�st; sch�ner w�re nat�rlich, ein solches Zimmer w�rde gar nicht erst vergeben bzw. das housekeeping w�rde �ber Zimmerwechsel informiert.
  
  Read more
  Read less",2019-03-22,
"we loved the pool area but the hot tub was low so that was not great! I know i booked through Expedia and got a great deal but does that mean i get punished to the parking lot! i wanted to get a nice view quite instead i get trucks backing up! we got there early and asked waiting all day please give me a good room if that was her good room then i hate to see the others. the tub was backed up too
  
  Read more
  Read less",2019-03-22,
"Everything was what we imagine. Even when there was an annual testing of emergency power systems.
  
  Read more
  Read less",2019-03-22,
"Definitely equals to Motel 6. Small rooms, expensive not worth to stay there
  
  Read more
  Read less",2019-03-22,
"The hotel and staff were great! The lobby and outside of hotel are superb. The pool looked beautiful. The room wasn't all that spectacular but it was clean and neat. 
  
  Read more
  Read less",2019-03-22,
"The condition of the rooms were very bad, dirty and smell. I bathroom floor installation was bad and ugly (crack). We booked connected rooms and my daughter's toilet was horrible. The toilet lever is heavy and she had to flush it a few times but it still didn't work. The hotel manager is horrible, never return a call. You will get much better and clean hotel for the price of this hotel.
  
  Read more
  Read less",2019-03-22,
"Close To everything. Surprised how well it worked for a larger family - be sure to get the �premium room.�
  
  Read more
  Read less",2019-03-22,
"Room was extremely small. Floor wasn�t real clean and it wasn�t even carpet in room so easier to clean. No iron available.
  
  Read more
  Read less",2019-03-22,
"Wished they had a shuttle to and from Disneyland.....
 ""............
  
  Read more
  Read less",2019-03-22,
"Good location. Clean hotel with friendly staff. 
  
  Read more
  Read less",2019-03-22,
"Rooms are all old and smell like a swamp cooler. Dirty and run down.
  
  Read more
  Read less",2019-03-22,
"Arrived in the evening during the first week of March. Check-in was very easy and efficient. Asked for a �room with a view� and we were not disappointed on the high floor room. Had wonderful burgers at the outdoor pool side restaurant. Was a very cool night, but, was so cozy with the flame heaters within the enclosure. Breakfast buffet was top notch with fresh fruit, yogurt, granola, bacon, eggs, sausage, etc. Service was prompt and friendly. We will be happy to return for another stay!
  
  Read more
  Read less",2019-03-21,
"Its was good for the last minute.
  
  Read more
  Read less",2019-03-21,
"Todo el personal fue super super amable con nosotros. Nos ayudaron en todo momento en todos los problemas q tuvimos y en todo lo que pudieron. La habitaci�n estaba siempre super limpia y se preocuparon de que no nos faltase nada. La habitaci�n ten�a unas vistas incre�bles. Consiguieron mejorar nuestra experiencia con creces
  
  Read more
  Read less",2019-03-21,
"I had to pay $31 daily for WiFi that didn�t work and for a gym I never even knew the location of. It�s not even optional is mandatory I was very disappointed.
  
  Read more
  Read less",2019-03-21,
"Price is high compared to nicer hotels.
 Ridiculous that you have to ask and pay for a microwave, coffee/tea, refrigerator in the room.
 
  
  Read more
  Read less",2019-03-21,
"I didn't like all the add on fees. Really people it's a hotel f\room not a resort.
  
  Read more
  Read less",2019-03-21,
"Right from the beginning I felt guarded about the condition of the hotel. It had an unclean feel about it. The room didn�t make me feel any better. I had paid extra for what was called free breakfast. When we went to eat breakfast I asked the waiter about the free breakfast. He looked surprised and said he needed to check the list. He looked at the list and said my room was not on it. He finally relented when I showed him my email with free breakfast listed. He seated us the went to the kitchen. A few minutes later he brought each of us a few pieces of fruit and a danish. I asked if I could have oatmeal instead. He said this was all we got because it was a continental breakfast. I ate a few bites and left, telling myself I would never book another room with Wyndham Hotels. 
  
  Read more
  Read less",2019-03-21,
"I liked that it had a sophisticated feel. It was very clean and modern. What I didn�t like was that it took a long time for the shower water to get warm. I think I ran the water for about 5 minutes or more before it was tolerable. Other than that, everything was lovely, and it will be my go to hotel when I�m in the Queens area
  
  Read more
  Read less",2019-03-21,
"I love this hotel. The rooms are big, very clean and beautifully decorated. I love the showers with adjustable shower arm and seat. The staff are all very friendly and helpful - especially the people at check-in. I have stayed in this hotel 3 times in the last 2 years, and will never stay at any other hotel when making trips to Disneyland. It is within walking distance to Disneyland and just down the street from restaurants like Cheesecake Factory, PF Changs and several other top restaurants. I would highly recommend this hotel!
  
  Read more
  Read less",2019-03-21,
"Loved my welcome! Super friendly staff and a property that wows on comfort, location, amenities and cleanliness. Highly recommend for families!
  
  Read more
  Read less",2019-03-20,
"Room did not get serviced while I was there. Rooms are small and dark. Bathroom wallpaper peeling and smelled of mold
  
  Read more
  Read less",2019-03-20,
"We enjoyed the view and the location. the restaurants adjacent to the hotel were fabulous.
  
  Read more
  Read less",2019-03-20,
"Trato inmejorable. Personal agradable y servicial. Habitaciones un poco viejas pero limpias.
  
  Read more
  Read less",2019-03-20,
"Great location, but rooms are very small. The hallways were outdated, as was the bathroom, but the bed was comfy and the room was clean. Limited hot water for our shower on our second day, but we were able to store our luggage and take advantage of one more day in the city. Easy walk to Penn Station and subways/trains to just about anywhere.
  
  Read more
  Read less",2019-03-20,
"Initial stop in nyc, great location close to everything but not too noisy, good for orientation for nyc. Good for shows, very close and convenient.
 Place is dated but staff helpful
  
  Read more
  Read less",2019-03-20,
"Rooms are small and outdated
 Elevators are too small
 Broken ice maker on third floor
  
  Read more
  Read less",2019-03-20,
"NOISY. walls are extremely thin. As we�re trying to fall asleep we hear kids screaming, people pulling suitcases, unexplainable stomping coming from all sides of our room. Guest staff was rude. Valet attendants were helpful and fast. I wouldn�t recommend this hotel if you�re trying to relax without the sound of screaming children and rolling suitcases. 
  
  Read more
  Read less",2019-03-20,
"The first room we were given was dirty (unmade bed, towels on floor), and the hotel is very tired looking. Also had issues with breakfast. First we were told that breakfast wasn�t included with our stay, and were turned away. Then the front desk in fact confirmed breakfast WAS included. We ended up going back to the restaurant to get breakfast and had terrible service.
  
  Read more
  Read less",2019-03-20,
"It�s okay. The property is aging a bit, the rooms are quite dark and there is no complimentary breakfast.
  
  Read more
  Read less",2019-03-20,
"The man at the front desk (�Dillion, like Matt Dillon�) was friendly and helpful. The room was clean- no carpet, which I prefer- and the bed was very comfortable. A bedside light might have been nice if Id felt like reading, but everything else was just right. The breakfast buffet was pretty good, service ok. Id stay here again! Just what i needed for an overnight rest in the city. 
  
  Read more
  Read less",2019-03-20,
"I loved that it had the Disney flare. What I didn't like was the room was a bit cramped--not very wide. No place to eat for a family of 4. It was a great stay.
  
  Read more
  Read less",2019-03-20,
"this hotel was not spectacular. The room was clean enough (carpet could be cleaner) but the hallways look like they hadn't been cleaned in weeks. Price was right (low), though and lots to do and places to eat within walking distance. We were assigned a handicap room even though we didn't need that service and taking a shower made a water mess in the bathroom.
  
  Read more
  Read less",2019-03-20,
"The doors close very loud. The room had not neen swept or damp mopped. The vent in the bathroom was ery loud and annoying. The landscape was unkempt .
  
  Read more
  Read less",2019-03-20,
"centrally located. It is OK place to sty for business.
  
  Read more
  Read less",2019-03-19,
"Staff was helpful, room was clean and spacious, but surrounding area was pretty sketchy. There was an open lot on one side of the hotel that was fenced off that had a homeless encampment, and when we walked to the store we encountered some very shady characters. All in all a good stay for the price and proximity to the SAP Center, which is where our event was being held and the reason for our stay. The pool area looked very nice and well maintained, although we did not use the amenity. Slightly disappointed that there was no type of complimentary breakfast provided, but they did have a restaurant on site that served breakfast. I would stay there again when I go back for another event.
  
  Read more
  Read less",2019-03-19,
"I reserved a room on the courtyard. Desk agent gave me a stree-facing room. I reminded her that we requested courtyard room. She grudgingly gave us a room overlooking the pool house claiming no other courtyard rooms were available. This morning at 6 we passed TWO unpccupied rooms overlooking the courtyard.
  
  Read more
  Read less",2019-03-19,
"The room they gave us was dirty bed wasn�t made towel on the bathroom floor. Gave us a different room keys did not work. Room had two double beds and I booked two queen beds walls are very thin you can hear everything
  
  Read more
  Read less",2019-03-19,
"The rooms are a little tight, there is no fridge/microwave combo. I did like the service I received, the view from our room was nice and everything was clean.
  
  Read more
  Read less",2019-03-19,
"The building needs to be updated. The bathroom had no countertop to put your things. The bedroom was very small. It was very hard to walk anywhere.
  
  Read more
  Read less",2019-03-19,
"Hotel staff where excellent except for one particular individual, however, we had a lot of interactions with staff, all positive aside. The locale was excellent for getting around New York either walking or subway. 
  
  Read more
  Read less",2019-03-19,
"The Wyndham Garden was very nice.,Centrally located. Only issue our room was not cleaned the first day we came back from one of the parks.
  
  Read more
  Read less",2019-03-19,
"it's ok for the price
  
  Read more
  Read less",2019-03-19,
"The pool area is really nice.
 It�s pricey for the rooms not being updated at all. But they are clean.
  
  Read more
  Read less",2019-03-19,
"Very updated - damp - smelling rooms 
 The rooms were very old - they didn't clean every day
  
  Read more
  Read less",2019-03-19,
"Place overall is very good! Nice place but the older parts of the hotel on the sides are not all the great it�s a hit or miss! The tower part in the center is very nice! 
  
  Read more
  Read less",2019-03-19,
"Good people working the desk. Quick check in. Breakfast credit to eat in their on-site reataurant, our breakfasts both days was prepared as we ordered, hot and quick. Good portions. Great oatmeal and fresh fruit! Easy drive to silver creek soortsplex. 
  
  Read more
  Read less",2019-03-19,
"Surprised and disappointed that you couldn�t leave your luggage with hotel bellman if you arrived before check in. Instead you were directed to a messy unstaffed room where you could leave your luggage. This room was open to all, so zero security for baggage. Just leave them in a random room and hope they were there when you went back. Lobby was very small, loud with guests, and not comfortable.to wait in. 
  
  Read more
  Read less",2019-03-19,
"Der Standort ist super, von hier aus kann man alles schnell erreichen. Das Hotel ist gut und die Mitarbeiter sind sehr zuvorkommend.
  
  Read more
  Read less",2019-03-19,
"The rooms weren�t as spacious as they appeared on the website and as I thought. The refridgerator had food left in it. There wasn�t a microwave in the room to reheat food. 
  
  Read more
  Read less",2019-03-19,
"The main problem was the bathroom. Had hair left in the tub toilet. Also alright the light stands. Nice room and resort but not to clean. I�m scared to come back.
  
  Read more
  Read less",2019-03-19,
"Our stay was very pleasant.. Nice, clean and great decorated rooms. And the bathrooms are fantastic lighting! Only two negatives i have are we called front desk to ask for a razor and they said housekeeping would deliver two for us.. A day later we still had no recieved them and didn�t for the duration of our stay. Also, on checkout day(which is 11 A.M) housekeeping knocked on our door at 8:50 wanting to clean our room, I barely made it to the door before she proceeded to enter her master room key to let herself in.. I opened the door to a confused look as to why we were still there and explained check out was not for 3 more hours. She seemed unbothered that she almost just walked into a room that had sleeping guests in it. She replied �oh ok� and proceeded on her way to the next room. No apology or excuse me. I felt that was very unprofessional for a resort of this type. 
  
  Read more
  Read less",2019-03-19,
"I�ve stayed here multiple times. We are universal pass holders so being so close to the parks is a plus and they are not too pricey. The area around Wyndham is great, there�s places to eat and lots of activities. The only thing i wish was better was the quality of the towels, they are too stiff and scratchy. 
  
  Read more
  Read less",2019-03-19,
"The location is excellent for anyone needing to get to the airport early the next morning, plus the airport shuttle bus is excellent.
  
  Read more
  Read less",2019-03-18,
