Review,Sentiment,Confidence Score,Emotion1,Emotion_conf1,Emotion2,Emotion_conf2,date,Location
"Bathroom was way too small. For the price I feel there should be a mini fridge, microwave & dark roast coffee. Dark Roast coffee at the very lease.
  
  Read more
  Read less",NEGATIVE,0.999333799,upset,0.782572746,anger,0.170388207,23-05-2019,Burlington
"Self parking was very dark. Our room was in the back by the loading dock. We got in very late and had to walk in the dark. The property from the front and in pictures looks very nice. But our room was in the back and was VERY disappointing.
  
  Read more
  Read less",NEGATIVE,0.999570608,upset,0.856660068,anger,0.120297894,23-05-2019,"Clover, SC"
"I had a non-refundable reservation where my plans changed at the last minute. So I arranged for my step daughter to use the room. They required a deposit and I sent all the documentation necessary to have the deposit charged to my account. On the day of check in they couldn't find the documents that had been emailed according to their instructions, and made check in a huge hassle for me and my daughter. The staff was less than helpful every time I talked with them and my step daughter said the room was ""nice"" but the staff and service were horrible. I won't be staying here in the future.
  
  Read more
  Read less",NEGATIVE,0.995934069,upset,0.762274504,anger,0.147527248,22-05-2019,Sacramento
"The receptionist tried to bait and switch with us. I had a room picked out online and when I got there she tries to make me pay $50.00 more. There are tons of fees and facility charges on the bill. Very expensive and not worth it. Very dated.
  
  Read more
  Read less",NEGATIVE,0.999717772,upset,0.858987033,anger,0.100397848,22-05-2019,Wilkes-Barre/Scranton
"A small room, but great location definitely worth it
  
  Read more
  Read less",POSITIVE,0.992355049,upset,0.579181373,anger,0.173878491,22-05-2019,Oklahoma
"Comodo, limpio, buena ubicaci�n, precio razonable para la localizaci�n.
  
  Read more
  Read less",NEGATIVE,0.99638629,satisfied,0.590324163,upset,0.202689275,22-05-2019,Puerto Rico
"The property itself was ok. Room was small. The vallet parking was almost non existence- finding street parking was a nightmare. Friendly and very accommodating staff.
  
  Read more
  Read less",POSITIVE,0.874444664,upset,0.62204051,anger,0.141750008,22-05-2019,Cayman Islands
"La ubicaci�n del hotel es fant�stica, conserva la decoraci�n y ambiente de los a�os 30 ! Deber�an actualizar los ba�os e incluir un refrigerador en las habitaciones
  
  Read more
  Read less",NEGATIVE,0.995205164,upset,0.422569424,happy,0.299171984,21-05-2019,Arabia Saudita
"Loved the location but it was a little worn and dated.
  
  Read more
  Read less",NEGATIVE,0.999364674,upset,0.756977439,anger,0.150680616,21-05-2019,Halifax
"I�ve stayed at The New Yorker several times and every time has been excellent
  
  Read more
  Read less",NEGATIVE,0.986625016,upset,0.504536927,satisfied,0.214256003,21-05-2019,Delaware OH
"It was convenient to train & bus stations, very clean. Check in was very slow. And had 4 people waiting for you to get checked in to tell you they have a free gift for you. They could of done all this to the guest first while they were in the long slow moving line.
  
  Read more
  Read less",NEGATIVE,0.997866035,upset,0.706085682,anger,0.157984361,21-05-2019,Philadelphia
"L�emplacement, c�est le gros point fort. C�est pr�s de tout (Metro, Macys, Madison SQuare Garden). Nous avons �t� d��us de la chambre. On a eu un lit double, alors que la r�ceptionne nous avait indiqu� un lit King. Mais, le pire c�est la chaleur dans la chambre. La climatisation �tait d�fectueuse. Il faisait 25,6 degr�s. Pas d�autres chambres dispo.
  
  Read more
  Read less",NEGATIVE,0.995534897,upset,0.505427301,satisfied,0.249949291,21-05-2019,Qu�bec
"Staff was very helpful and polite. the hotel is located in the perfect area. walking distance of Disney Springs. they have shuttle buses to all Disney parks.
  
  Read more
  Read less",POSITIVE,0.997377634,upset,0.484156102,satisfied,0.282061756,21-05-2019,Miami
"The pool was nice as well as the cafe being open all night. I had trouble with staff. I called the hotel ahead of time to ask about hotel fee�s and was told there weren�t any and then got there and paid 167 dollars in fees. When i question staff the staff member was rude and unwilling help or listen to my concern. The busses also didnt run on time to the parks.
  
  Read more
  Read less",NEGATIVE,0.989120603,upset,0.775818288,anger,0.128955752,21-05-2019,Detroit
"This property was amazing!!! Ta ta the bellmen was great!!! The only thing they are missing are microwaves in the rooms!!!!
  
  Read more
  Read less",NEGATIVE,0.64727211,upset,0.584198058,happy,0.170268148,21-05-2019,New Orleans
"Did not like the way check in was handled by Abdule at the front desk. He could not get any debit or credit card to work. It became very frustrating. He was able to get them to go. He also stated that they have problems all the time with Expedia reservations!
  
  Read more
  Read less",NEGATIVE,0.983304441,upset,0.765410602,anger,0.212014586,20-05-2019,Magee Ms
"The staff was great, Very clean and the beds were comfortable!! Great location, I will definitely go back.
  
  Read more
  Read less",POSITIVE,0.999048591,satisfied,0.452728003,upset,0.303063869,20-05-2019,Riverview
"Staff extremly friendly helpful smart and always available
  
  Read more
  Read less",POSITIVE,0.832641602,happy,0.408734798,upset,0.24975954,20-05-2019,Las vegas
"As an Australian family with two children (5&7yrs) on holiday in the US, visiting Disneyland & California Adventure Park for four days, we loved staying at Wyndham Garden Hotel. See our positive comments below:
 
 The hotel was close enough for a 7-8 minute direct walk to the outer security point of the parks, we visited either once or twice a day (with a break in afternoon), we did not feel unsafe and even after the 9pm World of Light show or 9:30pm fireworks, there were still lots of people/families walking back along with us
 
 The staff at the hotel were genuinely friendly, helpful, the rooms were clean, our kids loved the two outdoor pools (luke warm & warm temperature which was great!) during our break from the parks in the mid-afternoon and we looooved the latte coffees from the cafe in the lobby area!! (A big plus for parents each morning!) 
 
 A huge plus were the surrounding businesses:
 - Two supermarkets/pharmacies with everything you�d want, 30 second walk 
 - Blaze Pizza across the road, with good sized wood fired pizzas with sauce, cheese and two toppings (we went Hawaiian) for $9.99 enough for an adult and our two kids only just finished one between them, awesome pizzas, crusts, staff were busy but happy, a really good relaxing dine in after a long flight/day in the park, went there twice in four nights
 - The Panda Chinese Restaurant in the row of shops adjacent to the hotel, 30 second walk, with really good (really large) Sweet & Sour Chicken, large fried ri
  
  Read more
  Read less",POSITIVE,0.998369277,happy,0.543644845,satisfied,0.348233968,20-05-2019,Western Australia
"Rydding p� rommet hver dag, veldig sentralt. Subway ved siden av hotellet. Ingen bar eller restaurent p� hotellet. Litt slitent men beliggenheten med g� avstand til veldig mange severdigheter gj�r sette til ett yppee�ig utgangspunkt. Hva resortfeen skal dekke er ubegripelig. Trimrom er det de har.
  
  Read more
  Read less",NEGATIVE,0.996929228,upset,0.635898352,anger,0.182233542,19-05-2019,Oslo
"The room was very nice. The bed was very comfy.
 The front desk staff was great. The guy cleaning the bathroom wasn�t so hot. He stopped in 5he middle of cleaning the bathroom to make himself a cup of coffee from the coffee that is for guest of the hotel. Mean while I was waiting for him to finish cleaning so I could use the facility.
  
  Read more
  Read less",NEGATIVE,0.747062683,upset,0.695078313,anger,0.154621601,19-05-2019,Carson City
"Very nice staff. Room was small, but clean and met all of our needs.
  
  Read more
  Read less",POSITIVE,0.991593957,satisfied,0.45401898,upset,0.380680859,19-05-2019,"Fresh Meadows, NY"
"I like the clean, very comfortable room with the extra large bathroom
  
  Read more
  Read less",NEGATIVE,0.854928613,satisfied,0.609958649,happy,0.197883055,19-05-2019,Bakersfield
"Everything was average. Very nice. The rooms did not have a luxury feel.
  
  Read more
  Read less",NEGATIVE,0.877313972,upset,0.581079185,satisfied,0.188540101,18-05-2019,Jacksonville
"This hotel was extremely affordable, and beautiful!
 Pool tea was fantastic and the poolside restaurant had terrific food... All staff was very pleasant and helpful.we loved that it was so close to Disney springs and had shuttle service to parks.
 Great hotel we will be back!
  
  Read more
  Read less",POSITIVE,0.999811351,satisfied,0.57659924,happy,0.226500973,18-05-2019,Lake worth
"Hotel was great, just the room was alittle outdated.
  
  Read more
  Read less",NEGATIVE,0.999711871,upset,0.760555983,anger,0.147480875,18-05-2019,"New hyde park, ny"
"Quiet, clean. Walk to restaurants. Short ride to jfk
  
  Read more
  Read less",NEGATIVE,0.959626257,upset,0.372839868,satisfied,0.319673866,18-05-2019,Plano TX
"Great place to stay! Friendly, courteous staff. Clean, comfortable, stylish rooms.
  
  Read more
  Read less",POSITIVE,0.999224246,upset,0.405670106,satisfied,0.308710366,18-05-2019,Temecula
"I like how the property had security and i felt safe going in and out at all times. Staff downstairs was nice and helpful. Downside was the constant noise level, vacuuming in the middle of the night, I didn't sleep well at all during my stay.
  
  Read more
  Read less",NEGATIVE,0.772530615,upset,0.660646319,happy,0.130211681,17-05-2019,Los angeles
"The lobby is spacious and beautiful. The first room we were given was way too small. I requested a small ice box for my medication. When the staff tried to install the fridge, there was no room and no electrical plug. We tried to call the front desk, but they didn't answer. We went down to the lobby to request another room that would accommodate a small refridgerator. We were told that they were sold out and did not have any other rooms. So, I was forced to put my medication on ice, but that did not last all night. The next day, after 4:00pm, we were given another room that would accommodate a small fridge. Another problem with the room was the bathroom. It had a pedestal sink with a mirror above the sink and a 4 inch wide X 3 foot long glass shelf below it. There was nowhere to store any products. All toiletries had to be repacked daily. If you want a small fridge, coffee maker, etc. in your room, you have to pay a fee for each item. The security was very good, and the housekeeping staff were friendly and excellent.
  
  Read more
  Read less",NEGATIVE,0.997031331,upset,0.427651197,satisfied,0.214554712,17-05-2019,"Murrieta, CA"
"The customer service was wonderful, everyone was so nice. The restaurant staff was in the mist of a change BUT they still were very nice .... Next time I am in town I will stay here again. 
  
  Read more
  Read less",POSITIVE,0.9990834,satisfied,0.691847503,upset,0.146822095,17-05-2019,Jacksonville Florida
"I love how close it is to the parks. It took my family of three 10 minutes. The area felt safe to walk at night, very lit . Their parking area is secured with a gate especially being free. No free breakfast but their cafe offered 2 for 5 breakfast sandwich deals which worked perfect for us. The room was very nice ,felt new. Would definitely be staying here again on our next Disney trip.
  
  Read more
  Read less",POSITIVE,0.996747196,upset,0.345062882,satisfied,0.265651882,17-05-2019,Fresno
"Great location, quiet room and walking distance to restaurants and Disneyland. Very comfortable room. Would definitely stay again. 
  
  Read more
  Read less",POSITIVE,0.996649563,satisfied,0.493244886,upset,0.263084292,17-05-2019,Apple valley ca
"Carpets in hallways were gross & dirty. Same pictures posted all over hallways & rooms. Painting in rooms horrible with areas peeling. Rooms are dirty. Outlet plug on dresser loose. Stains on sheets.
  
  Read more
  Read less",NEGATIVE,0.999635875,upset,0.816220522,anger,0.143159464,16-05-2019,Visalia Ca
"No Oven, No BellBoy, No water kettle..
 Hopeless hotel for family. Very small bathrooms and hidden charges
  
  Read more
  Read less",NEGATIVE,0.998858988,upset,0.902584851,anger,0.076957293,15-05-2019,San Francisco
"The location to activities i planned was excellent. A very historical place that has all the modern touches.
  
  Read more
  Read less",POSITIVE,0.998991251,satisfied,0.698480844,upset,0.142074972,15-05-2019,Los Angeles
"The staff were wonderful and very accommodating. We had a late flight but the let us have late checkout and allowed us to leave our rather large bus parked in the car park until late
  
  Read more
  Read less",POSITIVE,0.529586554,upset,0.508207023,happy,0.180480674,15-05-2019,CALOUNDRA
"Good Hotel, friendly and helpful staff, rooms are o.k.
  
  Read more
  Read less",POSITIVE,0.97741431,satisfied,0.696905375,happy,0.162575543,14-05-2019,Frankfurt
"Great location clean hotel with very helpful friendly staff
  
  Read more
  Read less",POSITIVE,0.982798517,satisfied,0.368078649,upset,0.320999652,14-05-2019,Manchester
"Location was good. Add on fee should be included in the quoted cost
  
  Read more
  Read less",NEGATIVE,0.913332283,upset,0.533191621,anger,0.173977688,14-05-2019,Edmonton
"It was exceptionally clean and orderly. The staff were extremely courteous and helpful. The only thing and this is due to the environmental conditions, certain aspects of the outside were worn and need a refresh paint job.
  
  Read more
  Read less",NEGATIVE,0.97726202,upset,0.765054226,anger,0.100726441,14-05-2019,Miami
"Everything was nice, but there was only one hot tub & from being there for 3 days, pool area was packed.
  
  Read more
  Read less",NEGATIVE,0.932201326,upset,0.776422918,anger,0.139469296,14-05-2019,Miami
"Rooms are small. Great area
  
  Read more
  Read less",NEGATIVE,0.992200136,upset,0.697936475,anger,0.147847861,14-05-2019,Fort Lauderdale
"Our room was very clean it had a great view. We were able to check in before our initial check in time so that was a plus. The pool and amenities were spectacular.
  
  Read more
  Read less",POSITIVE,0.99807179,upset,0.499590933,satisfied,0.225445375,13-05-2019,Denver
"????????(??????100??)??????????????????????????????????????????????????????????????????????????????
  
  Read more
  Read less",NEGATIVE,0.998586297,upset,0.775836766,anger,0.108436279,13-05-2019,ROC
"I loved the location. Easy check in and check out.
  
  Read more
  Read less",POSITIVE,0.999084175,upset,0.315743297,satisfied,0.289272934,13-05-2019,"Wichita, ks"
"You can't beat the location here. Super close to the parks and Disney Springs and they have buses too?? It's great. And the staff! We had issues with our keys and neighbors and the staff was so responsive and cordial everytime we had to reach out to them. Just beware that some of these promotional photos feature the lobby and rooms from the main building, but there's no guarantee that you WONT end up in the wings instead, with the slightly outdated units. They're still decent, but just manage your expectations until you actually get to the property. Plus, if you're just visiting and using your rooms to sleep, it's a great place to stay at
  
  Read more
  Read less",POSITIVE,0.99624908,upset,0.463204652,happy,0.232221216,13-05-2019,Los Angeles
"Quiet area with great comfortable beds. Great toiletries as well... I was there for business only.
  
  Read more
  Read less",NEGATIVE,0.567364872,upset,0.658156991,satisfied,0.135425165,13-05-2019,Reno
"great staff... very clean hotel !! great location, walking distance from the park, next door plenty of good food options. Starbucks and CVS across the street.....love it!
  
  Read more
  Read less",POSITIVE,0.999729276,upset,0.415828168,satisfied,0.25294593,13-05-2019,"san diego, ca."
"Good for the price. At no point a resort but for $120 a night to be close to all the parks its a good deal.
  
  Read more
  Read less",POSITIVE,0.827129006,upset,0.358291447,happy,0.297535062,13-05-2019,Jacksonville
"Walking distance to Disney Springs. Free transportation to area parks. Needs a better breakfast restaurant.
  
  Read more
  Read less",NEGATIVE,0.998417795,upset,0.745934129,anger,0.184128687,11-05-2019,New Hampshire
"Excellent location, friendly helpful staff. Nice clean room, excellent maids. Badly in need of a refurbishment, poor decor and carpets, very old and tired.
  
  Read more
  Read less",NEGATIVE,0.98917824,upset,0.819622397,anger,0.101779506,10-05-2019,Worcester
"Close to MSG..rustic but well maintained. Staff very friendly and helpful.
  
  Read more
  Read less",POSITIVE,0.999362588,upset,0.589373648,anger,0.165549815,10-05-2019,"Williamsport, Pa"
"Location was great nice restaurant close by quite area nice getaway
  
  Read more
  Read less",POSITIVE,0.939382315,upset,0.360544324,anger,0.252787203,10-05-2019,Stockton
"Leieder war das Personal bereits bei check in unfreundlich und wollten uns zu zweit erst nicht in Zimmer lassen, mit der Aussage ein Queensizebed room sei zu klein. Diese wollten uns ein weiteres Zimmer verkaufen. Jedoch haben wir dieses gebucht. Nach einer umfangreichen Diskursion haben wir dann endlich die Schl�sselkarte erhalten. Das Fr�hst�ck war leider auch nicht zufriedenstellend, alles von Plastik und Pappgeschier -.-
  
  Read more
  Read less",NEGATIVE,0.998489261,upset,0.526819408,anger,0.296783656,10-05-2019,Germany
"Tr�s bel h�tel bien situ� avec un personnel d�vou� toujours � l��coute de nos besoins. Tr�s bel terrasse sur le toit. Belle vue des chambres. SOHO, Little Italy and Chinatown tous � quelques minutes de marche.
  
  Read more
  Read less",NEGATIVE,0.996457577,satisfied,0.512403607,upset,0.308626205,09-05-2019,Montr�al
"No drawers for clothes storage in room. No fridge or microwave. No luggage cart to get things to your room. No doorman. Charge $50 for early check in. Ran out of hot water 1 morning and sink drained very slow. Not close enough to Times Square to warrant the lack of conveniences and higher cost.
  
  Read more
  Read less",NEGATIVE,0.999671817,upset,0.671321034,anger,0.250847191,09-05-2019,"Kent, Ohio"
"The people were friendly. The hallways were not in the best condition. The rooms were small. But this might just be what hotel rooms are like in New York.
  
  Read more
  Read less",NEGATIVE,0.993360102,upset,0.739980698,satisfied,0.10623157,09-05-2019,Winnipeg
"I really liked the history of the building. The little museum in the basement was quite informative. I found the information staff to be a little unfriendly and not very helpful. I felt that i was inconveniencing them when i asked a question. The check-in staff and housekeeping staff were great, always smiling.
  
  Read more
  Read less",NEGATIVE,0.993459523,upset,0.562323034,happy,0.280528158,09-05-2019,Calgary
"The hotel is just 2/3 blocks from time square.
 You can feel safe, since there is a police station next door. The hotel is well maintained and there is a parking by a fee a few steps from the entrance. 
 I will strong recommend this hotel to everyone, and especially to a family of 6. We were six people and we fit great inside the room we booked. We didn�t have breakfast at hotel, so I cannot rate the breakfast/restaurant and the related service. There are so many places around to try for different breakfast/meals every day. So we didn�t have chance to eat at hotel restaurant.
  
  Read more
  Read less",POSITIVE,0.99930793,upset,0.457144409,happy,0.227966726,09-05-2019,"Bellizzi, it"
"The locations and price was awesome. Unfortunately many of the staff outside of the front desk spoke no english and I was hopelessly lost and needing help. The property is worn, not unclean just in need of update. Guest rooms definitely looking a little worse for wear. The fuests stayi g were loud and shouting curse words outside of my window at all hours which, is not a fault of the hotel persay but things could be done to curb such behaviors. Overall it was an ok experience. By far not the worst or best I've had. Id stay again only if I didn't have other options.
  
  Read more
  Read less",NEGATIVE,0.991317391,upset,0.699864268,happy,0.123849869,08-05-2019,"High Point, us"
"I like the location. It is close to the air port.
 I do not like about this hotel that they do not have a elevator inside the hotel.
  
  Read more
  Read less",NEGATIVE,0.925583661,upset,0.883266866,anger,0.062721491,07-05-2019,Plano
"The carpet is very dirty, the refrigerator made so much high-pitched noise I had to unplug it and the A/C fan was so noisy I shut it off. People shouting while swimming at 11pm was unacceptable. I will not stay at a Wyndham Garden Inn again.
  
  Read more
  Read less",NEGATIVE,0.999756575,upset,0.8357445,anger,0.119824119,07-05-2019,Philadelphia
"Overall, our stay was ok. The hotel is old but the pool and hot tub was pleasing. Lots of space and couches in the lobby as we had to wait several hours for check-in. I was very disappointed when I saw one of the night staff at the front/check-in desk flossing his teeth. It was disgusting.
  
  Read more
  Read less",NEGATIVE,0.99055177,upset,0.596978247,satisfied,0.231172696,07-05-2019,"Fort Lauderdale, Florida"
"It is next to a lot that is used as a homeless camp with tents and garbage everywhere. We had to move two times due to air conditioners not working and toilets running. There are no towels left out by the pool. There is a rough crowd around this area, and we ended up being woke up to people fighting at 5 in the morning outside our doors.
  
  Read more
  Read less",NEGATIVE,0.997859478,upset,0.814912558,anger,0.131714776,06-05-2019,US
"We had two double beds. The room was huge. We actually had a room with a view. Loved It!!
  
  Read more
  Read less",POSITIVE,0.999579191,happy,0.47435987,upset,0.255308419,06-05-2019,Alabama
"We liked it all with the e ception of the breakfast. Too much money for just okay food.
  
  Read more
  Read less",NEGATIVE,0.992600322,satisfied,0.521725059,upset,0.295585752,06-05-2019,Scarborough Me
"Check in was fast and easy. My room was nice and clean every time I entered my room, so no problems.
  
  Read more
  Read less",POSITIVE,0.969088912,satisfied,0.479197085,upset,0.280524373,06-05-2019,Fresno ca
"The rooms are really nice with operable windows (for fresh air), good beds and clean linen. I really like that they DON'T have carpet in the rooms. In most hotels, carpet becomes a serious health hazzard because of mold. Parking can be difficult. They have a good warm breakfast, but the dishes are a little bland. Prices went up recently, which is why I didn't give them top rating.
  
  Read more
  Read less",NEGATIVE,0.991134286,upset,0.470904261,anger,0.232574418,06-05-2019,"cary, NC"
"Muy bien el hotel en general, unicamente las habitaciones parecen de juguete, son super chicas
  
  Read more
  Read less",NEGATIVE,0.997455776,satisfied,0.683044851,happy,0.261397898,05-05-2019,"Aguascalientes, Mexico"
"I heard this property has been under a few management since I last stayed at the same. I was very happy & pleased that the Wyndham property was a pleasant stay for my visit to San Jose. Keep up the great job!
  
  Read more
  Read less",POSITIVE,0.999733448,satisfied,0.530121326,happy,0.365162611,05-05-2019,"South Orang, us"
"very good place 10/10 stars definitely will be booking here from now on
  
  Read more
  Read less",NEGATIVE,0.939732492,upset,0.290586084,anger,0.278530836,05-05-2019,San Jose ca
"Very clean, bright, and happy! Appreciated the front desk staff for accommodating my group and I!
  
  Read more
  Read less",POSITIVE,0.998645782,happy,0.885207534,satisfied,0.105231315,05-05-2019,"Bay Area, CA"
"We really enjoyed our stay here. Only minor issue was that the room did not have a refrigerator
  
  Read more
  Read less",POSITIVE,0.997983098,upset,0.498360425,anger,0.226697013,05-05-2019,"Irvine, ca"
"The hotel staff were very friendly and informative. The rooms were smaller than I thought they would be but I could not fault the cleanliness of the room or the service provided
  
  Read more
  Read less",POSITIVE,0.985834599,satisfied,0.585442364,upset,0.172418013,04-05-2019,Carluke South lanarkshire
"This historic, authentic Art Deco hotel is not lavish, but just feels like real New York. Besides those intangibles, it is exceedingly well-located for transportation and convenience to museums and theaters. Also, we always appreciate the Trattoria Bianca for tasty, unfussy meals. And it's probably one of the least costly hotels in midtown.
  
  Read more
  Read less",POSITIVE,0.995355248,upset,0.42697534,happy,0.244960606,04-05-2019,"Santa Barbara, us"
"Great place great area great staff paid parking loved it
  
  Read more
  Read less",NEGATIVE,0.844047725,satisfied,0.436283469,happy,0.27947101,03-05-2019,Jacksonville fl
"Three night stay. The second and third mornings woke up with numerous bug bites, 12 to be exact. Not mosquito bites but looking at pictures on the internet, looked liked bed bug bites. At checkout, I complained to the person at the checkout desk who did not seem to care at all and basically blew me off and I asked to speak with the manager on duty. I showed him all the bites and he took pictures of my arms, legs, and neck. He took down my contact information and said he was going to check out the room and get back to me. He also looked at me like I was making this up!! That was Monday morning and it is now Thursday morning and I have not heard back from him. We have stayed at this hotel several times before because it is close to Disney Springs. In the future, I will look at other properties. Very disappointing and hard to believe I was treated this poorly. Nothing like ruining a Disney vacation with aggravating itching at the parks...
  
  Read more
  Read less",NEGATIVE,0.999361515,upset,0.708034337,anger,0.166133717,02-05-2019,Ft. Lauderdale
"It was a beautiful Hotel. Clean, friendly,very accommodating ! Pool was great with a super bar and food menu! Bell service was very helpful and rooms were well taken care of!
  
  Read more
  Read less",POSITIVE,0.999542713,satisfied,0.377161086,upset,0.329785258,02-05-2019,"Warminster, Pa, us"
"Great hotel, clean, decent price. Worked for our family of 3 to stay close to family in Fresh Meadows without crashing at their little place.
  
  Read more
  Read less",POSITIVE,0.9783988,upset,0.435326606,satisfied,0.434993088,02-05-2019,"Holderness, NH"
"Didn�t like much. Awful mismatched decor. Scary other people staying in the hotel. No one answered the phone. Terrible price for the value.
  
  Read more
  Read less",NEGATIVE,0.999577045,upset,0.798696399,anger,0.140637815,02-05-2019,NYC
"Our room was pleasing to the eye and the king bed was very comfortable. Try to get a room away from the elevator. The elevator wasn�t noisy, but the dinging when the doors opened was noticeable. Since we were getting up early, it didn�t take away the pleasantness from our stay and many people weren�t using it late at night.
  
  Read more
  Read less",NEGATIVE,0.914087951,happy,0.451300979,upset,0.299110711,02-05-2019,"Las Vegas, NV"
"Very good value for the price. Would stay there again. I do wish there were more food options past 10pm.
  
  Read more
  Read less",NEGATIVE,0.992919564,upset,0.470423013,happy,0.261546612,01-05-2019,Vegas
"I just love this hotel. Stayed there twice. Its perfect location. Rooms are small but clean and have all you need. They have an excellent 24 hours diner which I loved!! Staff is friendly. Love it.
  
  Read more
  Read less",POSITIVE,0.999833107,satisfied,0.440282047,upset,0.240423366,01-05-2019,"La Canada, CA"
"Location was central to all of our travel plans. There was a concert in Madison Square Garden that night and we were pleasantly surprised that the noise was not bothersome from the 25th floor. The room was small and ""no frills"" but it was clean and adequate for our needs. Overall, would recommend.
  
  Read more
  Read less",POSITIVE,0.994454503,satisfied,0.493947327,upset,0.256759852,01-05-2019,"New Haven, CT"
"Great location and old nyc style. Staff is always pleasant.
  
  Read more
  Read less",POSITIVE,0.999680161,upset,0.390321761,happy,0.294996381,01-05-2019,"Scituate, MA"
"Not able to give me the Expedia price at check in.
 Hotel is tired and worn
  
  Read more
  Read less",NEGATIVE,0.999759674,upset,0.898296714,anger,0.079466984,01-05-2019,Seattle
"Was not a great location. Online it says South Times Square it�s not that close of a walk. Not worth the money. Shower door strip falling off. Staff forgot to put wash cloths in my bathroom. When my wife and I returned from an evening out 3 rats crossed the sidewalk in front of us about 30 feet before reaching the hotel front door. Staff said they are not responsible for things outside of the hotel. Small coffee at the restaurant 3.75 for guests. 
  
  Read more
  Read less",NEGATIVE,0.999795198,upset,0.823835731,anger,0.108657628,01-05-2019,Roseville Ca.
"Absolutely perfect! Our view was amazing. When we arrived the staff was friendly, quick, and made sure we were taken care of.
  
  Read more
  Read less",POSITIVE,0.99977982,satisfied,0.661732256,upset,0.164569616,30-04-2019,"New Boston, MI"
"We found the facilities offered by the Wyndham Bonnet Creek properties fantastic, from Lazy Rivers to Mini Golf to BBQ areas to Eateries. It was a great place to relax after a full on day at Disney World (just down the road) or Universal Parks (20min drive away). There are also a lot of planned activities around the complex but the Hotel dint really advise of any of this, we actually found out in the activities area of one of the other towers, im sure they would had advised us if we had asked at reception. A couple of downsides, laundry facilities, we stayed for 16 nights so needed to do some washing, the complex doesnt have a laundry so the only drop off service we could find was 20-25mins away, so all in all for drop off and pickup about 2hrs. House keeping also let the Hotel down, threee days in a row the kids bunk beds were not made up, couple of days where towels were not replaced, taken but not replaced, our daughters bed one night had not sheet, just a blanket. A lot of other small things but when you are paying a good amount of money you also expect them.
  
  Read more
  Read less",POSITIVE,0.994421005,upset,0.630837917,anger,0.157482654,30-04-2019,"Auckland, New Zealand"
"Guy who checked us in shouldn�t be in the hospitality industry. Horrible attitude
  
  Read more
  Read less",NEGATIVE,0.999471188,upset,0.880383968,anger,0.10978061,30-04-2019,us
"Posizione comoda...vicino alla pennstation... si raggiunge tutto molto facilmente
  
  Read more
  Read less",NEGATIVE,0.998500943,upset,0.472589344,satisfied,0.324470967,30-04-2019,Tesero
"Beds are SUPER comfortable. The rooms are nice and clean.
  
  Read more
  Read less",POSITIVE,0.997783422,satisfied,0.347309113,upset,0.33130008,30-04-2019,Los Angeles
"Nos gusto que habia de todo lo necesario. Habia transportacion,comida,farmacia,tiendas. El hotel y el arededor nos encanto. No tenemos nada negativo que decir.
  
  Read more
  Read less",NEGATIVE,0.996159375,satisfied,0.691377401,happy,0.229228348,30-04-2019,"Aguadilla, P.R."
"Liked the pools and the hot tub. Location is the important key to this resort because everything is either walking distance and less driving to the major theme parks.
  
  Read more
  Read less",NEGATIVE,0.928650498,upset,0.365199029,satisfied,0.324511111,30-04-2019,"Long Island, NY"
"Food in hotel was very tasty. The chef was personable and attentive. Hotel smelled wonderfully and the pool area was very nice. Shuttle bus to airport was efficient and on time.
  
  Read more
  Read less",POSITIVE,0.999706924,upset,0.457126588,satisfied,0.207991838,29-04-2019,Fort. Wayne Indiana
"We got zero sleep due to the thin walls. Walls so thin we could smell our neighbors cologne and perfume when they put it on. Our neighbors were not overly loud and obnoxious but the walls were so thin I hear the man burp! Awful and unfortunate. Beautiful lobby and pool, but when you can't get adequate sleep thise things become void. We normally stay at the B Resort when we come up, but decided to try this because of the pool for the kids. We wouldn't stay here again.
  
  Read more
  Read less",NEGATIVE,0.999303818,upset,0.821154237,anger,0.106135167,29-04-2019,Key Largo
"So nothing was wrong with the property itself it was very luxurious and well kept. Cleanliness was also a plus. This staff however was very incompetent and rude. I couldn�t even pay a fee to check in early because the girl at the counter said she had to call a manager to see if any rooms are ready. Honestly I feel like she just didn�t want to deal with me or the 5 other people kept waiting because there was an elderly couple that checked in right before me & they got a room. Everyone else was forced to wait for 3pm. She didn�t call a manager. She was on her phone texting. And while she was checking in the elderly couple she answered her personal phone to chat. Talk about unprofessional! Same thing happened at check out. I only needed the room for a few hours to get some sleep so I didn�t even stay the whole night. I�m waiting at the counter for at least 5-10 minutes before someone assisted me now mind you there are 2 girls at the counter this time around and no line. I was the only one in the lobby! One was actually on the phone with a customer so she obviously couldn�t help me. Fine. The other one was texting on her phone & completely ignoring me! I was really unsatisfied with the staff. The one one that actually made me feel like a valued customer was the man that checked me in. Smiled when approached. Very attentive and checked me in a timely manner while explaining how to use the shower and about breakfast hours. You need to fire the 2 girls that are always on phone!
  
  Read more
  Read less",NEGATIVE,0.988324881,upset,0.652627468,anger,0.195106968,29-04-2019,New York
